Airline,Source,Destination,Total_Stops,Price,Duration(minute),Month_of_Journey,Day_of_Journey,Season,Time_of_Day,Flight_Duration_Category,Dep_Hour,Arr_Hour,Dep_Minute,Arr_Minute
1,3,0,2,12224.0,1665,6,12,1,2,0,10,13,0,45
4,3,0,1,9663.0,1025,5,1,0,1,0,18,12,55,0
4,0,5,1,12284.0,380,3,18,0,2,1,8,15,55,15
1,2,1,1,7480.0,965,5,27,0,0,0,17,9,20,25
4,2,1,1,17024.0,550,3,6,0,1,1,19,4,15,25
4,3,0,1,14151.0,1365,6,6,1,1,0,20,19,25,10
3,3,0,0,4804.0,155,6,21,1,0,2,17,19,15,50
3,2,1,1,6069.0,300,5,18,0,0,2,16,21,0,0
10,0,5,1,6065.0,915,3,21,0,2,0,6,21,40,55
4,3,0,1,14151.0,800,5,18,0,1,0,20,9,25,45
4,3,0,1,14231.0,1025,3,24,0,1,0,18,12,55,0
10,4,3,1,12395.0,1065,3,6,0,0,0,15,9,40,25
3,2,1,1,5636.0,325,4,24,0,3,1,2,7,0,25
1,2,1,1,5232.0,320,4,6,0,0,1,17,23,40,0
4,2,1,1,14714.0,865,6,1,1,0,0,14,4,0,25
3,1,4,0,3850.0,140,5,6,0,2,2,7,10,55,15
1,2,1,1,7258.0,955,5,27,0,0,0,17,9,40,35
4,0,5,1,17471.0,1375,3,6,0,3,0,21,20,25,20
8,0,2,0,4423.0,175,5,9,0,3,2,21,0,10,5
3,4,3,0,2227.0,90,6,18,1,3,2,21,22,20,50
6,2,1,1,13377.0,930,6,24,1,2,0,10,1,0,30
4,0,2,0,8016.0,180,6,12,1,2,2,8,11,20,20
1,0,5,1,5626.0,1560,3,9,0,2,0,6,8,50,50
3,0,5,0,6860.0,170,3,21,0,0,2,16,19,55,45
3,2,1,1,6628.0,415,6,1,1,1,1,18,1,35,30
4,2,1,1,11627.0,1415,6,6,1,0,0,13,12,0,35
8,3,0,0,4174.0,150,6,9,1,0,2,17,19,10,40
4,2,1,1,14714.0,610,6,1,1,1,0,18,4,15,25
4,3,0,1,14151.0,690,5,12,0,2,0,9,21,35,5
4,2,1,1,12898.0,1620,5,27,0,0,0,16,19,0,0
4,2,1,1,12373.0,395,5,18,0,3,1,21,4,50,25
3,0,2,0,3943.0,170,6,18,1,2,2,10,13,10,0
0,3,0,2,7870.0,500,6,9,1,0,1,15,23,10,30
4,0,2,0,8016.0,185,6,18,1,1,2,18,22,55,0
1,2,1,2,10975.0,1220,5,15,0,0,0,13,9,5,25
3,1,4,0,3850.0,140,5,27,0,2,2,7,10,55,15
3,3,0,0,4804.0,165,6,18,1,1,2,20,23,25,10
4,2,1,1,15554.0,455,3,9,0,1,1,20,4,50,25
8,3,0,0,4465.0,160,3,18,0,2,2,6,9,55,35
4,3,0,1,11841.0,775,6,9,1,3,0,21,10,10,5
6,2,1,1,19332.0,675,3,9,0,2,0,8,19,0,15
8,3,0,0,3841.0,150,6,21,1,0,2,17,19,10,40
3,0,2,0,4591.0,170,4,12,0,2,2,10,13,10,0
3,3,0,1,5192.0,290,5,24,0,0,2,15,20,15,5
4,2,1,1,10577.0,1100,6,9,1,1,0,18,12,15,35
4,2,1,2,15129.0,535,5,18,0,1,1,19,4,30,25
6,2,1,1,11789.0,780,6,6,1,2,0,6,19,0,0
1,2,1,1,8372.0,640,6,15,1,3,0,21,7,0,40
6,2,1,1,8266.0,795,5,9,0,2,0,6,19,0,15
4,3,0,1,14781.0,800,5,6,0,2,0,6,19,30,50
10,0,2,0,5613.0,155,4,21,0,0,2,17,19,0,35
4,0,2,0,7229.0,175,4,24,0,0,2,15,18,15,10
3,2,1,1,6093.0,750,6,24,1,2,0,8,21,30,0
4,2,1,2,15544.0,425,5,21,0,3,1,5,12,30,35
2,2,1,1,6296.0,370,5,18,0,2,1,7,13,25,35
3,3,0,0,4804.0,165,4,27,0,2,2,9,12,35,20
0,0,5,0,4284.0,170,3,18,0,3,2,5,8,50,40
3,2,1,1,6558.0,885,3,21,0,2,0,7,22,35,20
3,2,1,1,5775.0,345,6,24,1,3,1,21,3,50,35
8,1,4,0,3543.0,135,6,21,1,2,2,8,10,20,35
4,2,1,1,17024.0,535,3,6,0,2,1,9,18,55,50
4,4,3,0,4050.0,85,6,9,1,2,2,7,8,5,30
1,4,3,2,14219.0,1995,3,6,0,2,0,6,15,0,15
4,0,5,1,26890.0,405,3,1,0,2,1,11,18,40,25
1,2,1,2,9653.0,1410,6,15,1,1,0,19,19,45,15
3,0,2,0,3943.0,165,6,21,1,2,2,6,8,5,50
4,3,0,1,10844.0,1575,5,18,0,0,0,14,16,5,20
4,3,0,1,8849.0,450,4,1,0,3,1,21,4,10,40
3,4,3,0,2754.0,90,6,12,1,3,2,1,3,40,10
1,2,1,2,10756.0,2185,3,21,0,2,0,6,19,50,15
4,3,0,1,14151.0,1685,5,21,0,0,0,17,21,0,5
4,3,0,1,9899.0,740,6,12,1,2,0,8,20,25,45
4,2,1,1,12242.0,385,3,21,0,3,1,22,4,0,25
4,2,1,2,10368.0,1025,6,9,1,1,0,19,12,30,35
3,4,3,0,5755.0,90,5,24,0,2,2,9,10,10,40
4,2,1,1,10262.0,610,6,15,1,1,0,18,4,15,25
8,3,0,1,6643.0,520,6,6,1,2,1,8,17,35,15
7,2,1,1,9845.0,810,3,21,0,2,0,7,21,30,0
4,3,0,1,11134.0,1025,3,24,0,1,0,18,12,55,0
8,2,1,1,5583.0,315,6,1,1,2,1,6,11,5,20
3,2,1,1,6069.0,300,5,15,0,0,2,16,21,0,0
4,0,5,1,13817.0,875,3,12,0,3,0,5,20,45,20
1,2,1,2,10283.0,2295,3,6,0,3,0,5,19,0,15
1,3,0,1,7795.0,675,3,24,0,2,0,9,21,50,5
6,2,1,1,13977.0,440,3,9,0,3,1,0,7,20,40
3,3,0,0,6038.0,160,3,3,0,1,2,20,23,25,5
3,2,1,0,5601.0,195,5,21,0,3,2,5,8,35,50
3,2,1,1,12351.0,810,3,9,0,2,0,7,21,30,0
1,2,1,0,6094.0,170,4,15,0,3,2,5,8,10,0
6,2,1,1,7575.0,520,5,15,0,2,1,10,19,35,15
4,2,1,1,16079.0,395,5,27,0,3,1,21,4,50,25
4,2,1,1,10262.0,1425,6,15,1,1,0,19,19,15,0
0,2,1,1,13470.0,340,6,9,1,0,1,16,22,45,25
4,0,2,0,8016.0,175,6,27,1,2,2,11,14,10,5
4,2,1,1,16289.0,1475,3,9,0,1,0,18,18,15,50
4,2,1,1,10262.0,520,6,6,1,1,1,19,4,45,25
3,0,2,0,4823.0,175,6,27,1,1,2,18,21,25,20
10,0,2,0,5403.0,170,4,9,0,2,2,9,12,45,35
4,2,1,1,12373.0,1530,5,18,0,0,0,17,19,30,0
8,4,3,1,13552.0,495,3,6,0,0,1,14,22,10,25
4,3,0,1,10844.0,740,5,9,0,2,0,8,20,25,45
1,4,3,2,22619.0,845,3,6,0,2,0,9,23,40,45
6,2,1,1,8625.0,520,5,27,0,2,1,10,19,35,15
3,0,5,0,4777.0,165,3,24,0,2,2,6,8,0,45
3,2,1,0,5000.0,195,6,21,1,3,2,5,8,35,50
4,2,1,2,21954.0,1475,3,6,0,1,0,19,19,10,45
4,2,1,1,11627.0,1015,6,3,1,2,0,11,4,30,25
4,3,0,1,13731.0,875,5,24,0,0,0,14,4,5,40
3,0,2,0,3943.0,170,4,3,0,3,2,22,1,10,0
4,0,5,1,6992.0,845,3,21,0,2,0,8,23,55,0
4,3,0,1,13941.0,585,5,6,0,1,1,18,4,55,40
4,2,1,1,14924.0,660,6,12,1,2,0,8,19,0,0
4,2,1,1,18371.0,620,6,27,1,3,0,2,12,15,35
3,1,4,0,7295.0,140,3,3,0,1,2,19,21,35,55
1,0,5,1,9292.0,1420,3,9,0,0,0,17,16,0,40
4,3,0,1,13941.0,735,5,1,0,1,0,20,8,0,15
3,3,0,1,4150.0,335,3,24,0,3,1,4,9,15,50
4,3,0,1,12681.0,1655,4,1,0,1,0,20,23,0,35
3,2,1,0,5601.0,195,6,3,1,3,2,5,8,35,50
1,3,0,2,14960.0,1385,5,21,0,2,0,9,8,50,55
6,2,1,1,13377.0,570,6,6,1,0,1,16,1,0,30
3,4,3,0,3342.0,85,3,21,0,0,2,12,13,0,25
4,0,2,0,8016.0,175,6,6,1,2,2,11,14,10,5
4,0,5,1,16736.0,1035,3,6,0,3,0,5,23,45,0
4,3,0,1,10031.0,1350,3,24,0,3,0,21,19,10,40
1,2,1,1,7258.0,705,4,21,0,1,0,20,8,30,15
4,0,2,0,4030.0,165,5,15,0,2,2,6,8,0,45
1,2,1,2,13381.0,1730,6,24,1,0,0,14,19,25,15
4,2,1,2,16704.0,1760,5,24,0,3,0,23,4,5,25
6,2,1,1,13587.0,720,6,24,1,2,0,9,21,0,0
4,4,3,0,5678.0,85,5,24,0,3,2,2,4,55,20
4,3,0,1,7064.0,1610,4,1,0,2,0,6,9,30,20
3,4,3,0,2754.0,90,6,3,1,3,2,1,3,40,10
10,0,2,0,4668.0,170,5,1,0,2,2,9,12,45,35
0,3,0,0,4107.0,150,6,21,1,1,2,19,22,55,25
3,2,1,1,5894.0,965,6,12,1,3,0,4,21,55,0
4,2,1,1,10262.0,655,6,6,1,0,0,17,4,30,25
4,3,0,1,13941.0,945,5,9,0,0,0,16,8,30,15
0,2,1,1,6451.0,865,4,27,0,0,0,16,7,45,10
1,2,1,2,10975.0,1420,6,27,1,2,0,9,9,45,25
1,2,1,2,14746.0,1180,3,6,0,0,0,12,7,0,40
0,2,1,1,11410.0,625,6,6,1,1,0,20,7,45,10
8,3,0,0,3841.0,155,5,1,0,2,2,6,9,55,30
1,2,1,2,13381.0,1490,6,3,1,2,0,6,7,50,40
6,2,1,1,15078.0,840,5,9,0,2,0,11,1,30,30
1,3,0,1,8891.0,545,5,9,0,2,1,9,18,25,30
4,3,0,1,7757.0,1200,5,9,0,0,0,14,10,5,5
1,0,2,0,4441.0,180,4,9,0,3,2,5,8,45,45
4,3,0,1,10031.0,1345,3,24,0,1,0,19,18,45,10
3,0,2,0,4823.0,170,4,12,0,0,2,13,15,0,50
1,3,0,1,8576.0,545,5,24,0,2,1,9,18,25,30
4,0,5,1,11087.0,1175,3,12,0,1,0,20,16,35,10
4,2,1,1,12373.0,1595,5,18,0,2,0,10,12,0,35
1,3,0,2,11432.0,1210,5,21,0,2,0,9,5,25,35
3,4,3,0,3175.0,90,6,15,1,0,2,16,18,55,25
3,3,0,0,4804.0,165,5,12,0,2,2,9,12,35,20
4,2,1,2,13014.0,1615,6,27,1,2,0,9,12,40,35
6,2,1,1,7563.0,910,3,6,0,2,0,7,22,10,20
8,3,0,0,3873.0,145,6,27,1,2,2,9,11,0,25
3,2,1,1,6282.0,780,5,21,0,2,0,11,0,55,55
6,2,1,1,11200.0,630,6,1,1,2,0,8,19,30,0
10,0,2,0,5613.0,165,4,24,0,1,2,19,22,30,15
3,2,1,0,5601.0,195,6,9,1,0,2,14,17,20,35
4,2,1,1,10262.0,1355,6,15,1,0,0,14,12,0,35
3,0,5,0,14306.0,175,3,1,0,1,2,20,22,0,55
4,3,0,1,7064.0,1485,4,1,0,1,0,20,20,0,45
4,2,1,1,18371.0,715,6,27,1,2,0,7,19,5,0
1,2,1,2,13591.0,1380,5,18,0,1,0,20,19,15,15
6,2,1,2,18275.0,460,6,12,1,0,1,17,1,50,30
3,0,2,0,3749.0,170,5,27,0,3,2,22,1,10,0
0,3,0,2,6810.0,500,6,6,1,0,1,15,23,10,30
6,2,1,1,7485.0,560,5,21,0,2,1,11,21,40,0
1,3,0,0,5510.0,150,5,27,0,0,2,14,16,15,45
4,2,1,1,10262.0,610,6,3,1,1,0,18,4,15,25
6,2,1,1,6723.0,540,6,24,1,2,1,7,16,10,10
6,2,1,1,8307.0,450,3,21,0,2,1,8,15,0,30
2,2,1,1,6146.0,460,4,21,0,3,1,5,13,55,35
4,2,1,2,15129.0,1390,5,27,0,0,0,13,12,25,35
4,3,0,1,14388.0,330,5,1,0,2,1,6,12,30,0
4,0,2,0,4544.0,165,4,6,0,2,2,6,8,0,45
4,0,2,0,5198.0,175,4,12,0,2,2,11,14,10,5
3,2,1,1,7503.0,975,5,18,0,2,0,9,1,15,30
2,0,5,1,12314.0,270,3,1,0,0,2,15,20,45,15
1,2,1,1,8372.0,375,5,15,0,0,1,13,19,0,15
4,3,0,1,14781.0,425,5,21,0,0,1,16,23,30,35
4,0,2,0,8016.0,180,6,24,1,1,2,19,22,50,50
3,1,4,0,6297.0,140,3,12,0,2,2,7,10,55,15
4,3,0,1,14388.0,1495,5,1,0,2,0,8,9,25,20
2,2,1,1,6393.0,370,6,1,1,2,1,7,13,25,35
4,3,0,1,14939.0,775,6,9,1,3,0,21,10,10,5
4,3,0,1,14781.0,685,5,21,0,2,0,8,19,25,50
3,2,1,1,14871.0,810,3,6,0,2,0,7,21,30,0
8,0,2,0,4319.0,170,4,6,0,2,2,9,12,30,20
4,3,0,1,13067.0,1005,5,15,0,0,0,17,9,0,45
4,0,5,1,26890.0,920,3,1,0,0,0,16,8,55,15
4,0,5,1,9134.0,375,3,15,0,2,1,7,13,0,15
3,0,2,0,3943.0,180,4,3,0,3,2,21,0,15,15
1,2,1,1,8879.0,735,6,24,1,2,0,7,19,0,15
4,3,0,1,14571.0,1025,5,24,0,1,0,18,12,55,0
3,3,0,0,5644.0,155,6,15,1,2,2,9,12,35,10
4,3,0,1,9663.0,1330,6,9,1,2,0,6,4,30,40
4,3,0,1,14571.0,570,6,9,1,0,1,14,23,5,35
8,0,2,0,3971.0,175,6,9,1,3,2,21,0,10,5
4,2,1,1,17024.0,590,3,6,0,2,1,9,18,0,50
8,3,0,0,3841.0,150,5,15,0,0,2,17,19,10,40
4,2,1,1,12898.0,1395,5,27,0,1,0,19,19,45,0
4,2,1,2,13376.0,830,6,6,1,0,0,14,4,35,25
4,2,1,2,9905.0,910,6,15,1,3,0,21,12,25,35
6,2,1,1,13587.0,780,6,15,1,2,0,8,21,0,0
6,2,1,1,7740.0,900,6,24,1,2,0,6,21,0,0
6,2,1,1,9794.0,395,5,21,0,2,1,6,12,0,35
4,0,5,1,17471.0,1350,3,6,0,3,0,22,21,50,20
4,2,1,2,15129.0,880,3,9,0,0,0,13,4,45,25
4,3,0,1,11467.0,1730,5,1,0,2,0,9,14,35,25
1,3,0,1,6528.0,1440,6,12,1,0,0,14,14,35,35
6,2,1,1,8266.0,705,6,27,1,2,0,7,19,30,15
3,2,1,1,6442.0,940,3,6,0,2,0,6,22,40,20
4,2,1,1,10262.0,825,6,12,1,3,0,22,12,50,35
4,4,3,0,17501.0,85,3,1,0,2,2,7,8,10,35
1,0,2,0,8273.0,165,5,24,0,2,2,6,8,10,55
1,2,1,2,10703.0,1485,3,21,0,1,0,18,19,30,15
6,2,1,1,8510.0,930,6,15,1,2,0,10,1,0,30
3,4,3,0,2754.0,90,3,15,0,1,2,20,21,5,35
3,4,3,0,2227.0,90,5,18,0,3,2,21,22,20,50
6,2,1,2,18275.0,460,6,27,1,0,1,17,1,50,30
8,2,1,1,6356.0,270,4,21,0,2,2,8,13,45,15
4,3,0,1,14781.0,400,5,15,0,0,1,14,20,5,45
4,2,1,2,13029.0,1615,5,27,0,2,0,9,12,40,35
2,0,2,0,4340.0,170,5,1,0,2,2,11,14,40,30
1,3,0,2,12224.0,1215,6,12,1,0,0,17,13,30,45
4,3,0,1,10844.0,1545,5,24,0,0,0,16,18,30,15
3,3,0,0,4174.0,165,4,15,0,2,2,9,12,35,20
1,0,5,2,14887.0,1795,3,1,0,0,0,17,22,0,55
6,2,1,1,12853.0,615,4,9,0,2,0,9,19,0,15
0,0,2,0,3383.0,165,5,15,0,2,2,11,13,10,55
2,0,5,0,11111.0,175,3,1,0,2,2,11,14,40,35
4,0,2,0,7229.0,180,4,1,0,0,2,17,20,45,45
4,0,2,0,4030.0,180,5,6,0,0,2,17,20,45,45
3,2,1,1,14871.0,635,3,3,0,0,0,15,1,0,35
4,2,1,1,12898.0,520,5,27,0,1,1,19,4,45,25
6,2,1,1,14533.0,465,5,18,0,2,1,11,19,30,15
1,2,1,1,7258.0,875,6,6,1,0,0,17,8,40,15
8,2,1,1,4812.0,270,4,1,0,2,2,8,13,45,15
4,3,0,1,12384.0,690,5,9,0,2,0,9,21,35,5
1,2,1,2,8603.0,1180,6,6,1,0,0,12,7,0,40
1,2,1,2,8603.0,435,6,6,1,0,1,12,19,0,15
4,3,0,1,14231.0,570,3,24,0,0,1,13,23,55,25
0,2,1,1,11410.0,625,6,1,1,1,0,20,7,45,10
1,0,5,2,12725.0,1475,3,12,0,2,0,8,9,50,25
4,2,1,2,13292.0,1620,6,9,1,2,0,9,12,35,35
8,3,0,0,3873.0,155,4,24,0,2,2,6,9,55,30
3,1,4,0,3850.0,140,6,15,1,2,2,7,10,55,15
8,3,0,1,8479.0,435,6,9,1,2,1,11,18,35,50
4,3,0,1,14151.0,840,5,24,0,2,0,9,23,35,35
1,0,2,0,5228.0,165,4,24,0,2,2,6,8,10,55
10,3,0,1,9397.0,1555,6,9,1,2,0,7,9,10,5
4,4,3,0,4995.0,85,6,18,1,2,2,7,8,5,30
0,0,2,0,4282.0,170,4,3,0,3,2,4,7,55,45
1,3,0,2,10697.0,810,5,21,0,2,0,8,21,20,50
4,3,0,1,9314.0,1730,5,21,0,2,0,9,14,35,25
3,1,4,0,3540.0,145,6,27,1,3,2,5,7,15,40
1,2,1,2,9443.0,1595,6,12,1,0,0,16,19,40,15
6,2,1,1,15147.0,480,3,6,0,2,1,7,15,30,30
4,0,2,0,8016.0,180,6,27,1,2,2,8,11,20,20
3,4,3,0,2437.0,90,5,24,0,3,2,21,22,20,50
3,2,1,1,6104.0,895,5,27,0,2,0,10,1,35,30
8,4,3,0,1965.0,90,6,6,1,3,2,22,0,45,15
6,2,1,1,7408.0,480,6,12,1,0,1,13,21,0,0
3,4,3,0,4049.0,90,6,18,1,2,2,6,7,25,55
4,0,2,0,8016.0,180,6,1,1,1,2,19,22,50,50
6,2,1,1,10197.0,720,5,9,0,2,0,7,19,0,0
4,3,0,1,10844.0,665,5,1,0,3,0,21,8,10,15
4,3,0,1,12692.0,1570,6,9,1,0,0,17,19,0,10
4,3,0,1,14781.0,475,5,6,0,2,1,8,16,25,20
2,3,0,1,7335.0,495,5,24,0,3,1,23,7,30,45
4,0,2,0,7229.0,180,5,27,0,2,2,8,11,20,20
10,0,5,0,4353.0,175,3,24,0,3,2,21,0,10,5
4,3,0,1,13941.0,735,5,18,0,1,0,20,8,0,15
4,0,5,1,12295.0,280,3,12,0,2,2,9,14,45,25
4,2,1,1,12898.0,825,5,27,0,3,0,22,12,50,35
10,3,0,1,7927.0,930,5,9,0,2,0,7,22,10,40
0,0,2,0,4483.0,170,4,15,0,3,2,23,2,55,45
4,0,5,1,19225.0,405,3,6,0,2,1,11,18,40,25
2,2,1,1,4692.0,370,4,24,0,2,1,7,13,25,35
4,0,5,1,13555.0,725,3,18,0,3,0,21,9,25,30
3,2,1,1,6270.0,630,4,9,0,0,0,15,1,0,30
4,3,0,1,13584.0,1285,5,6,0,1,0,18,16,55,20
4,2,1,2,13180.0,1600,3,21,0,0,0,16,18,10,50
4,3,0,1,14151.0,1295,5,12,0,1,0,20,18,25,0
10,2,1,0,6216.0,190,5,12,0,2,2,6,9,0,10
6,2,1,1,15135.0,680,3,3,0,2,0,7,18,30,50
6,2,1,1,15136.0,570,3,6,0,2,1,11,21,30,0
4,2,1,1,10262.0,1005,6,27,1,3,0,2,19,15,0
4,3,0,1,12384.0,750,5,18,0,2,0,9,22,35,5
4,3,0,1,9314.0,575,4,1,0,2,1,9,19,35,10
4,3,0,1,9314.0,1500,5,6,0,0,0,17,18,0,0
1,2,1,1,10454.0,615,6,1,1,2,0,9,19,0,15
1,2,1,1,8372.0,520,5,18,0,3,1,23,7,0,40
4,2,1,1,11848.0,520,3,9,0,1,1,19,4,45,25
3,2,1,1,6416.0,750,6,1,1,2,0,8,21,30,0
3,4,3,0,3342.0,90,4,1,0,2,2,9,10,10,40
4,3,0,2,10118.0,1495,6,6,1,2,0,6,7,30,25
1,3,0,2,14960.0,1185,6,12,1,0,0,16,12,45,30
3,2,1,1,6818.0,665,6,15,1,3,0,5,16,5,10
1,3,0,0,5510.0,150,6,12,1,0,2,14,16,15,45
4,3,0,1,14388.0,1610,5,21,0,2,0,6,9,30,20
6,2,1,1,7038.0,455,6,3,1,0,1,14,22,55,30
6,2,1,1,8266.0,630,5,9,0,2,0,8,19,45,15
4,2,1,2,14300.0,1480,6,27,1,1,0,18,19,20,0
1,3,0,1,8366.0,1350,5,9,0,2,0,9,7,25,55
4,0,5,1,17261.0,695,3,6,0,3,0,22,10,50,25
10,3,0,1,8452.0,1555,6,6,1,2,0,7,9,10,5
3,3,0,1,8567.0,320,4,1,0,0,1,15,20,10,30
6,2,1,1,9646.0,925,6,15,1,2,0,7,22,5,30
1,2,1,2,8341.0,1275,4,9,0,3,0,22,19,0,15
4,2,1,1,12373.0,1530,5,9,0,0,0,17,19,30,0
8,1,4,0,3543.0,140,6,21,1,0,2,17,20,45,5
4,3,0,1,13994.0,395,6,9,1,0,1,17,23,0,35
3,0,5,0,4777.0,170,3,24,0,3,2,4,6,0,50
6,2,1,1,7038.0,455,6,1,1,0,1,14,22,55,30
3,4,3,0,3175.0,90,4,3,0,0,2,16,18,55,25
6,2,1,1,7408.0,660,6,9,1,2,0,10,21,0,0
3,0,2,0,3943.0,180,6,15,1,3,2,21,0,15,15
4,2,1,1,15974.0,1225,3,6,0,2,0,8,4,0,25
8,3,0,0,3873.0,155,5,27,0,2,2,6,9,55,30
3,0,2,0,4423.0,170,4,15,0,2,2,10,13,10,0
4,2,1,2,15129.0,1125,5,27,0,2,0,9,4,40,25
3,2,1,1,8285.0,755,3,21,0,2,0,8,21,25,0
1,4,3,0,3100.0,80,6,6,1,2,2,6,7,20,40
1,0,5,2,25430.0,1475,3,1,0,2,0,8,9,50,25
8,4,3,0,2385.0,80,3,18,0,0,2,13,14,10,30
4,3,0,1,11316.0,435,6,6,1,2,1,10,17,20,35
4,2,1,1,10262.0,1005,6,15,1,3,0,2,19,15,0
1,3,0,2,7662.0,445,5,24,0,3,1,5,13,50,15
4,3,0,1,14231.0,1605,3,24,0,0,0,16,19,55,40
3,2,1,1,6838.0,705,6,9,1,2,0,9,21,15,0
4,2,1,2,13376.0,1300,6,15,1,2,0,6,4,45,25
4,2,1,1,10262.0,1680,6,24,1,0,0,15,19,0,0
3,2,1,1,8574.0,480,3,27,0,2,1,7,15,30,30
4,0,5,1,7832.0,615,3,9,0,3,0,21,7,25,40
6,2,1,1,12192.0,910,6,24,1,3,0,3,19,50,0
4,4,3,0,4050.0,90,6,15,1,2,2,10,11,20,50
2,0,2,0,6722.0,175,4,12,0,2,2,7,10,45,40
4,3,0,1,10844.0,1220,6,9,1,1,0,20,16,0,20
6,2,1,1,7408.0,840,6,15,1,2,0,7,21,0,0
4,2,1,1,14189.0,455,3,21,0,1,1,20,4,50,25
8,3,0,0,3841.0,150,5,24,0,0,2,17,19,10,40
4,3,0,1,8586.0,875,5,9,0,0,0,14,4,5,40
6,2,1,1,7155.0,520,6,27,1,2,1,10,19,35,15
4,3,0,1,9899.0,590,6,12,1,2,1,8,18,25,15
4,3,0,1,14571.0,685,6,6,1,2,0,8,19,25,50
3,0,2,0,4823.0,175,5,18,0,1,2,18,21,55,50
4,0,2,0,4544.0,180,5,9,0,2,2,8,11,20,20
1,0,5,1,14752.0,1200,3,1,0,3,0,0,20,30,30
1,3,0,2,11542.0,1700,5,9,0,2,0,9,13,25,45
4,2,1,0,7202.0,195,5,21,0,2,2,9,13,50,5
6,2,1,1,11098.0,505,6,9,1,2,1,10,19,35,0
1,4,3,0,2575.0,75,3,27,0,1,2,19,20,30,45
6,2,1,1,6673.0,755,3,27,0,0,0,13,1,0,35
3,0,5,0,14306.0,170,3,1,0,1,2,18,21,55,45
4,2,1,1,15554.0,395,5,18,0,3,1,21,4,50,25
4,3,0,1,9314.0,1730,5,15,0,2,0,9,14,35,25
4,4,3,0,4995.0,90,3,9,0,2,2,6,8,30,0
4,0,5,1,7832.0,1200,3,21,0,2,0,11,7,40,40
4,3,0,1,8586.0,1430,5,21,0,2,0,8,8,25,15
1,2,1,0,6094.0,170,4,27,0,3,2,5,8,10,0
4,2,1,2,13292.0,810,6,24,1,3,0,5,19,30,0
6,2,1,1,9718.0,660,5,27,0,2,0,10,21,0,0
4,0,5,1,7412.0,1365,3,21,0,2,0,8,7,55,40
1,2,1,2,10441.0,1275,6,6,1,3,0,22,19,0,15
3,2,1,1,14871.0,890,3,3,0,2,0,10,1,45,35
4,2,1,1,15554.0,660,5,18,0,2,0,8,19,0,0
4,0,5,1,36235.0,305,3,1,0,0,1,14,19,5,10
3,4,3,0,3175.0,90,3,24,0,0,2,16,18,55,25
8,1,4,0,3597.0,140,5,24,0,0,2,17,20,45,5
8,4,3,0,1965.0,90,6,27,1,0,2,13,14,15,45
6,2,1,1,12717.0,540,6,24,1,2,1,10,19,0,0
3,2,1,0,6015.0,195,6,3,1,0,2,14,17,25,40
0,0,5,0,5615.0,165,3,9,0,3,2,23,2,25,10
6,2,1,1,7845.0,395,3,27,0,1,1,19,1,0,35
4,3,0,1,10844.0,1525,6,9,1,3,0,21,22,10,35
4,0,5,1,27210.0,460,3,15,0,3,1,21,5,25,5
3,3,0,0,4174.0,150,4,6,0,0,2,14,16,25,55
6,2,1,1,6883.0,780,3,21,0,2,0,8,21,0,0
6,2,1,1,6883.0,720,3,21,0,2,0,9,21,0,0
4,3,0,1,8355.0,435,5,21,0,2,1,10,17,20,35
8,0,5,0,5469.0,170,3,24,0,1,2,20,23,30,20
4,0,2,0,6478.0,165,6,27,1,2,2,6,8,0,45
10,0,5,0,11913.0,160,3,3,0,1,2,19,22,40,20
3,2,1,1,7006.0,415,5,21,0,1,1,18,1,35,30
4,3,0,1,12681.0,365,4,1,0,0,1,16,22,30,35
4,2,1,2,15129.0,1195,5,21,0,3,0,23,19,5,0
6,2,1,1,13587.0,420,6,15,1,0,1,14,21,0,0
4,2,1,1,14714.0,1425,6,1,1,1,0,19,19,15,0
3,0,5,1,6220.0,290,3,3,0,2,2,7,12,30,20
4,2,1,1,10262.0,330,6,6,1,2,1,7,12,5,35
1,3,0,1,8576.0,545,5,12,0,2,1,9,18,25,30
4,3,0,1,10031.0,1495,3,24,0,1,0,19,20,45,40
4,2,1,2,12819.0,1430,6,24,1,1,0,19,19,10,0
2,2,1,1,5052.0,370,4,15,0,2,1,7,13,25,35
4,0,5,1,22270.0,1455,3,1,0,2,0,8,8,0,15
10,0,2,0,5613.0,160,4,27,0,2,2,7,9,0,40
8,3,0,0,3873.0,145,4,1,0,2,2,9,11,0,25
3,2,1,0,6015.0,195,5,15,0,3,2,5,8,35,50
4,3,0,1,10844.0,330,6,9,1,2,1,6,12,30,0
8,4,3,0,2227.0,90,5,12,0,0,2,13,14,15,45
4,0,2,0,7229.0,180,4,1,0,1,2,19,22,50,50
4,2,1,2,10368.0,810,6,6,1,3,0,5,19,30,0
4,2,1,1,12898.0,655,5,21,0,0,0,17,4,30,25
6,2,1,1,12192.0,720,6,12,1,2,0,7,19,0,0
4,3,0,1,12121.0,840,5,9,0,2,0,9,23,35,35
1,2,1,2,16163.0,1490,5,27,0,2,0,6,7,50,40
4,0,5,1,12284.0,760,3,18,0,3,0,5,18,45,25
3,0,2,0,5780.0,165,6,21,1,1,2,19,22,30,15
4,4,3,0,4995.0,90,5,9,0,2,2,10,11,20,50
3,2,1,1,6496.0,295,6,9,1,3,2,5,10,10,5
1,2,1,2,12488.0,1855,6,12,1,0,0,12,19,20,15
3,0,2,0,4823.0,175,5,15,0,2,2,7,10,10,5
